"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"	"patent_name"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622385A"	"20150520"	"一种碰撞传感器及智能吸尘器机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622385B"	"20170308"	"一种碰撞传感器及智能吸尘器机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622550A"	"20150520"	"一种用于全自动骨科牵引机器人的控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622550B"	"20170517"	"一种用于全自动骨科牵引机器人的控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622551A"	"20150520"	"一种小臂骨折治疗机器人的控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622571A"	"20150520"	"基于磁粉离合器控制方式的闭环力控制装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104622571B"	"20170222"	"基于磁粉离合器控制方式的闭环力控制装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104624427A"	"20150520"	"一种基于RC的喷涂生产线控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104624429A"	"20150520"	"一种船体表面喷涂机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104625676A"	"20150520"	"轴孔装配工业机器人系统及其工作方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104625676B"	"20160914"	"轴孔装配工业机器人系统及其工作方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626137A"	"20150520"	"工业机器人末端执行器走线结构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626137B"	"20170517"	"工业机器人末端执行器走线结构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626141A"	"20150520"	"一种具有平行四连杆机构的工业机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626141B"	"20170426"	"一种具有平行四连杆机构的工业机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626148A"	"20150520"	"一种基于力的气动方式控制的骨科机械手系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626148B"	"20160907"	"一种基于力的气动方式控制的骨科机械手系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626151A"	"20150520"	"一种机械手晶圆定心装置及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626151B"	"20160629"	"一种机械手晶圆定心装置及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626152A"	"20150520"	"工业机器人主动柔顺控制方法及装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626152B"	"20160831"	"工业机器人主动柔顺控制方法及装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626162A"	"20150520"	"一种用于医疗机器人的模糊控制系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626162B"	"20170308"	"一种用于医疗机器人的模糊控制系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626163A"	"20150520"	"骨科机械手的整体控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626163B"	"20160831"	"骨科机械手的整体控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626164A"	"20150520"	"一种工业机器人的电机抱闸控制装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626175A"	"20150520"	"一种搂抱式箱体夹持机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626184A"	"20150520"	"一种机器人手掌及机器人灵巧手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626184B"	"20160323"	"一种机器人手掌及机器人灵巧手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626185A"	"20150520"	"一种欠驱动机器人灵巧手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626185B"	"20160316"	"一种欠驱动机器人灵巧手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626195A"	"20150520"	"机械手臂的导气管布置及大气机械手"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626204A"	"20150520"	"机器人自主充电对接系统和方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626204B"	"20160817"	"机器人自主充电对接系统和方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626207A"	"20150520"	"工业机器人内压防爆系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104626207B"	"20170111"	"工业机器人内压防爆系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627259A"	"20150520"	"一种危险环境转载机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627259B"	"20160907"	"一种危险环境转载机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627685A"	"20150520"	"一种薄片型零件自动供料系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627825A"	"20150520"	"一种基于光通信的天车系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627835A"	"20150520"	"用于OHT平台的防掉落卡爪系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627835B"	"20170104"	"用于OHT平台的防掉落卡爪系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104627841A"	"20150520"	"洁净天车避障控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104633407A"	"20150520"	"一种三自由度旋转平台"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104634201A"	"20150520"	"钻爆机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104634328A"	"20150520"	"空间测量机器人及其空间测量方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635523A"	"20150520"	"非接触供电式上下料系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635562A"	"20150520"	"一种触觉传感器、触觉传感系统及智能机器人"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635563A"	"20150520"	"一种采用双位置闭环控制系统的堆栈机"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635649A"	"20150520"	"一种洁净堆栈机控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635651A"	"20150520"	"一种多功能编程示教盒"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635653A"	"20150520"	"一种洁净真空传输系统及其控制器"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635654A"	"20150520"	"一种loadport控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635656A"	"20150520"	"一种真空传输控制系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635657A"	"20150520"	"一种自动化物流仓储货位状态采集系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635718A"	"20150520"	"一种机器人故障修复系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635727A"	"20150520"	"一种基于红外引导的机器人自主充电系统及其充电方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635728A"	"20150520"	"机器人自主充电系统和方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635730A"	"20150520"	"一种机器人自主充电方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635730B"	"20170728"	"一种机器人自主充电方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635753A"	"20150520"	"一种基于激光位移传感器的预对准装置及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635779A"	"20150520"	"基于液压控制方式的闭环力控制系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635779B"	"20170405"	"基于液压控制方式的闭环力控制系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104635821A"	"20150520"	"面向服务机器人的电量监控装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104636156A"	"20150520"	"一种固件升级方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104636430A"	"20150520"	"案例知识库表示及案例相似度获取方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104636430B"	"20180313"	"案例知识库表示及案例相似度获取方法及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104636583A"	"20150520"	"一种用于医疗机器人的专家控制系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104636583B"	"20170915"	"一种用于医疗机器人的专家控制系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637048A"	"20150520"	"一种单摄像头模拟双目视觉系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637076A"	"20150520"	"一种机器人肖像绘制系统及方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637361A"	"20150520"	"一种轻载模拟平台"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637361B"	"20170208"	"一种轻载模拟平台"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637839A"	"20150520"	"一种Loadport内晶圆状态的距离检测系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637839B"	"20170609"	"一种Loadport内晶圆状态的距离检测系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637854A"	"20150520"	"一种用于吸附硅片的吸盘"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104637854B"	"20181207"	"一种用于吸附硅片的吸盘"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104638701A"	"20150520"	"一种基于红外阵列的机器人自主充电方法及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104638702A"	"20150520"	"室外机器人光伏充电系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104638706A"	"20150520"	"充电系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104638706B"	"20160831"	"充电系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104638898A"	"20150520"	"软启动控制装置系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104639236A"	"20150520"	"一种基于光通信的机器人系统及其实现方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104639587A"	"20150520"	"一种基于物联网的机器人故障监控系统及方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104649322A"	"20150527"	"一种高纯七钼酸铵的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104649322B"	"20160420"	"一种高纯七钼酸铵的制备方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104656487A"	"20150527"	"基于电机控制方式的闭环力控制系统和方法"
"东软集团股份有限公司"	"02600718"	"CN104657417A"	"20150527"	"热力图的处理方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104657417B"	"20180713"	"热力图的处理方法及系统"
"沈阳化工股份有限公司"	"01000698"	"CN104673138A"	"20150603"	"一种PVC糊树脂糊料的配制方法"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104673872A"	"20150603"	"一种从头孢菌素C树脂吸附废液中回收DCPC的方法"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104673872B"	"20180608"	"一种从头孢菌素C树脂吸附废液中回收DCPC的方法"
"东软集团股份有限公司"	"02600718"	"CN104689551A"	"20150610"	"一种运动状态监测方法及装置"
"东软集团股份有限公司"	"02600718"	"CN104689551B"	"20170616"	"一种运动状态监测方法及装置"
"东北制药集团股份有限公司"	"01000597"	"CN104698101A"	"20150610"	"一种左卡尼汀及其盐类产品中右卡尼汀含量的高效液相检测方法"
"东北制药集团股份有限公司"	"01000597"	"CN104698101B"	"20160817"	"一种左卡尼汀及其盐类产品中右卡尼汀含量的高效液相检测方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104701868A"	"20150610"	"一种可变电压等级的电流扰动源"
"中国西电电气股份有限公司"	"T000025764"	"CN104701868B"	"20160914"	"一种可变电压等级的电流扰动源"
"金堆城钼业股份有限公司"	"03134603"	"CN104707994A"	"20150617"	"一种渗液难熔金属粉末的除杂方法"
"金堆城钼业股份有限公司"	"03134603"	"CN104707994B"	"20170315"	"一种渗液难熔金属粉末的除杂方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104734139A"	"20150624"	"一种计算直流滤波器元件暂态定值的方法"
"亿阳信通股份有限公司"	"02600289"	"CN104750727A"	"20150701"	"一种列式内存存储查询装置及列式内存存储查询方法"
"东软集团股份有限公司"	"02600718"	"CN104750777A"	"20150701"	"文本标注方法及系统"
"东软集团股份有限公司"	"02600718"	"CN104750777B"	"20180406"	"文本标注方法及系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104752016A"	"20150701"	"对电磁式剩余电流动作断路器自动充退磁的装置和方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104752016B"	"20170208"	"对电磁式剩余电流动作断路器自动充退磁的装置和方法"
"中国西电电气股份有限公司"	"T000025764"	"CN104753044A"	"20150701"	"一种混合式全固态高压直流断路器拓扑结构"
"中国西电电气股份有限公司"	"T000025764"	"CN104753044B"	"20161109"	"一种混合式全固态高压直流断路器拓扑结构"
"金堆城钼业股份有限公司"	"03134603"	"CN104762544A"	"20150708"	"一种钼铁及其制备方法"
