"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"00075123"	"新华都购物广场股份有限公司"	"2004-05-17 00:00:00"	"大卖场、综合超市及百货的连锁经营。"	"　　米、面制品及食用油类预包装食品批发(含冷藏冷冻食品);米、面制品及食用油类散装食品批发(含冷藏冷冻食品);糕点、糖果及糖类预包装食品批发(含冷藏冷冻食品);糕点、糖果及糖类散装食品批发(含冷藏冷冻食品);果品批发;蔬菜批发;肉、禽、蛋批发;水产品批发;调味品类预包装食品批发(含冷藏冷冻食品,不含食盐);调味品类散装食品批发(含冷藏冷冻食品,不含食盐);保健食品批发;酒、饮料及茶叶类预包装食品批发(含冷藏冷冻食品);酒、饮料及茶叶类散装食品批发(含冷藏冷冻食品);烟草制品零售;其他未列明预包装食品批发(含冷藏冷冻食品);其他未列明散装食品批发(含冷藏冷冻食品);婴幼儿配方乳粉批发;其他婴幼儿配方食品批发;图书批发;音像制品批发;电子出版物批发;中药批发;百货零售;粮食收购与经营;纺织品、针织品及原料批发;服装批发;鞋帽批发;化妆品及卫生用品批发;厨房、卫生间用具及日用杂货批发;灯具、装饰物品批发;家用电器批发;文具用品批发;体育用品及器材批发(不含弩);珠宝首饰批发;工艺品及收藏品批发(不含文物、象牙及其制品);其他文化用品批发;其他家庭用品批发;五金产品批发;计算机、软件及辅助设备批发;通讯及广播电视设备批发;其他机械设备及电子产品批发;建筑装饰业;商务信息咨询;会议及展览服务。"
"00075124"	"浙江大东南股份有限公司"	"2000-06-08 00:00:00"	"从事各类塑料薄膜及新材料的研发、生产和销售"	"　　塑料薄膜、塑料制品、锂电池离子隔离膜的生产、销售，光学薄膜、锂离子电池及其材料等新能源的研究开发销售；经营进出口业务（范围详见外经贸部门批文）。"
"00075247"	"武汉贝参药业股份有限公司"	"2001-06-19 00:00:00"	"中药颗粒、口服液、糖浆剂产品研发、生产及销售"	"　　片剂、硬胶囊剂、颗粒剂、合剂、散剂、露剂、糖浆剂、煎膏剂(含中药提取)得生产及加工;医药、原料药、医药中间体的技术研发、技术咨询服务;保健食品、医疗器械二类、消毒产品、化妆品、茶、饮料生产、销售及网上销售;货物或技术进出口自营及代理(国家禁止或涉及行政审批的货物和技术进出口除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"00075913"	"北京晓程科技股份有限公司"	"2000-11-06 00:00:00"	"以集成电路设计及应用领域为主，致力于电力线载波芯片等系列集成电路产品的设计、开发和市场应用，并面向电力公司、电能表供应商等行业用户提供相关技术服务和完整的解决方案。"	"　　技术开发、技术推广、技术转让、技术咨询、技术服务；电子技术培训；承接网络系统集成；
　　货物进出口、技术进出口、代理进出口；安装输配电及控制设备、电子设备用机电元件、继电器、继电保护及自动化装置、电力电子装置；设计电力半导体器件、电力集成电路、半导体集成电路、膜集成电路、集成电路芯片、微型组件、集成电路及微型组件的零件；计算机服务；应用软件服务。"
"00076162"	"华林证券股份有限公司"	"1997-06-18 00:00:00"	"证券经纪、投资银行、信用业务、资产管理、证券自营。"	"　　证券经纪；证券投资咨询；与证券交易、证券投资有关的财务顾问；证券承销与保荐；证券自营；证券投资基金代销；证券资产管理；代销金融产品；融资融券业务；股权投资；创业投资（不得从事担保和房地产业务）；创业投资管理；企业管理；金融信息咨询、提供金融中介服务、接受金融机构委托从事金融外包服务；投资管理、投资咨询、财务咨询；企业管理咨询等。"
"00076234"	"长春中天能源股份有限公司"	"1988-07-19 01:00:00"	"天然气（包括CNG和LNG）的生产和销售，天然气储运设备的开发、制造和销售，海外油气资产的并购、投资及运营，海外天然气及原油等相关制品的进口分销。"	"　　绿色能源领域内的技术开发、技术咨询、技术服务、技术转让；自有资金对外投资及投资咨询（非金融类投资）；商品进出口业务（法律、法规和国务院决定禁止的项目不得经营，依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"00076245"	"湖南友谊阿波罗商业股份有限公司"	"2004-06-07 00:00:00"	"商品零售业、酒店业、餐饮业和休闲娱乐业的投资、经营、管理"	"　　以自有合法资产开展商品零售业及相关配套服务、酒店业、餐饮业、休闲娱乐业的投资、经营、管理（不得从事吸收存款、集资收款、受托贷款、发行票据、发放贷款等国家金融监管及财政信用业务），预包装食品批发与零售；在灯箱、橱窗、互联网媒介上为客户策划、制作宣传活动；道路交通运输及仓储服务；软件开发、信息系统设计、集成实施、运营维护、信息技术咨询及培训；动产及不动产的租赁；滑雪场及配套服务；物业管理；房地产开发及销售；自营和代理各类商品及技术的进出口；婚庆礼仪服务；婚姻介绍服务；交友服务；摄影扩印服务；大型活动组织筹划服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"00076247"	"长城汽车股份有限公司"	"1998-07-01 00:00:00"	"整车及主要汽车零部件的研发、生产、销售"	"　　汽车整车及汽车零部件、配件的生产制造、开发、设计、研发和技术服务、委托加工、销售及相关的售后服务、咨询服务；信息技术服务；电子设备及机械设备的制造（国家限制、禁止外商投资及有特殊规定的产品除外）；模具加工制造；钢铁铸件的设计、制造、销售及相关售后服务；汽车修理；普通货物运输、专用运输（厢式）；仓储物流（涉及行政许可的，凭许可证经营）；出口公司自产及采购的汽车零部件、配件；货物、技术进出口（不含分销、国家专营专控商品；国家限制的除外）；自有房屋及设备的租赁；润滑油、汽车服饰、汽车装饰用品的销售；日用百货销售；汽车信息咨询服务；汽车维修技术及相关服务的培训；五金交电及电子产品批发、零售；二手车经销、汽车租赁、上牌代理、过户代理服务；动力电池包的设计、生产、销售；企业管理咨询；应用软件服务及销售；废旧金属、废塑料、废纸及其他废旧物资(不包括危险废物及化学品)加工、回收、销售。"
"00076249"	"江苏神通阀门股份有限公司"	"2001-01-04 00:00:00"	"生产销售阀门及冶金、电力、化工机械、比例伺服阀"	"　　研发生产销售阀门及冶金、电力、化工机械、比例伺服阀；阀门及机电设备的安装、维护、检修；工业装置的安装、维修、技术咨询及技术服务；经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"00076250"	"北京神州泰岳软件股份有限公司"	"2001-05-18 00:00:00"	"ICT领域运营管理软件、手机游戏、物联网技术应用、创新板块"	"　　计算机软硬件、网络综合管理及网络系统集成、通讯设备领域的技术开发、技术服务、技术转让、技术培训、技术推广；软件开发；软件咨询；应用软件服务；电子信息技术咨询（中介除外）；委托生产通讯设备；数据处理（数据处理中的银行卡中心、PUE值在1.4以上的云计算数据中心除外）；销售计算机、软件及辅助设备、通讯设备、家用电器、电子产品、安全技术防范产品；电子信息技术系统工程设计；通讯设备售后服务；技术进出口、代理进出口、货物进出口；出租办公用房；第一类增值电信业务中的互联网接入服务业务、互联网数据中心业务；互联网信息服务。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）"
"00076285"	"江西赣南海欣药业股份有限公司"	"2001-12-31 00:00:00"	"从事大小容量注射剂、冻干粉针剂、口服溶液剂、颗粒剂、干混悬剂及原料药、保健食品的生产销售。"	"　　药品生产销售；食品添加剂（含复配食品添加剂）、药品包装（BFS三合一口服液塑料瓶、BFS三合一聚丙烯塑料安瓿、BFS三合一聚乙烯塑料安瓿、BFS三合一内封式聚丙烯输液袋、BFS三合一内封式聚乙烯输液袋)（以上项目凭有效许可证经营）、化工原料（危险品除外）的自产自销；自营和代理各类商品和技术的进出口及进出口业务的咨询服务（实行国营贸易管理的货物除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"00076507"	"上海复旦张江生物医药股份有限公司"	"1996-11-11 00:00:00"	"主要从事生物医药的创新研究开发、生产制造和市场营销。"	"　　研究、开发生物与医药技术（人体干细胞、基因诊断与治疗技术开发和应用除外），生产中间体，医疗器械、药品（小容量注射剂（抗肿瘤药）、散剂、原料药、体外诊断试剂），销售自产产品，医疗器械（II类：医用激光仪器设备）的批发及进出口业务，并提供相关的技术服务（不涉及国营贸易管理商品，涉及配额、许可证管理、专项规定、质检、安检管理等要求的，需按照国家有关规定取得相应许可后开展经营业务）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
