"name"	"apply_numb"	"notice_date"	"name"
"小米科技有限责任公司"	"CN201410293622.8"	"2014.10.22"	"控制电池与主体设备断开的方法和装置"
"江苏中惠医疗科技股份有限公司"	"CN201420259031.4"	"2014.10.15"	"一种CT限束器"
"深圳市慧康精密仪器有限公司"	"CN201420227028.4"	"2014.10.01"	"一种有碎石功能的排石装置"
"广西巨星医疗器械有限公司"	"CN201420651764.2"	"2015.03.04"	"医用胶片的保湿装置"
"广西巨星医疗器械有限公司"	"CN201420651742.6"	"2015.03.11"	"医用胶片观察灯"
"山东圣泉新材料股份有限公司"	"CN201410755483.6"	"2015.03.11"	"一种石墨烯酚醛树脂复合材料及其制备方法和应用"
"中国移动通信集团广东有限公司"	"CN201410847951.2"	"2015.03.11"	"一种基于人工智能的告警综合采集方法及系统"
"上海晟实医疗器械科技有限公司"	"CN201410786110.5"	"2015.03.11"	"一种骨骼连接固定用带多孔表面的锁定螺钉"
"山东圣泉新材料股份有限公司"	"CN201410755473.2"	"2015.03.25"	"一种石墨烯酚醛树脂复合材料"
"江苏安格尔医疗器械有限公司"	"CN201420669686.9"	"2015.03.25"	"一种PEEK颈椎椎间融合器"
"广西巨星医疗器械有限公司"	"CN201420651713.X"	"2015.03.25"	"医用X射线胶片观片灯的调光装置"
"天津康丽医疗器械有限公司"	"CN201420488715.1"	"2015.03.11"	"一种医用电动护理床"
"北京天地和协科技有限公司"	"CN201420619106.5"	"2015.03.04"	"一种无针密闭式输液接头"
"北京天地和协科技有限公司"	"CN201420623126.X"	"2015.03.04"	"一种留置针"
"山东圣泉新材料股份有限公司"	"CN201410755475.1"	"2015.03.11"	"一种石墨烯酚醛树脂复合材料及其应用"
"江苏安格尔医疗器械有限公司"	"CN201420733325.6"	"2015.04.22"	"一种自攻自钻型锁定螺钉"
"江苏安格尔医疗器械有限公司"	"CN201420733618.4"	"2015.04.22"	"一种股骨近端万向锁定钢板"
"威海威高洁丽康生物材料有限公司"	"CN201510008770.5"	"2015.04.22"	"一种成套上颌窦内提升手术工具"
"威海威高洁丽康生物材料有限公司"	"CN201510008770.5"	"2015.04.22"	"一种成套上颌窦内提升手术工具"
"上海晟实医疗器械科技有限公司"	"CN201410853253.3"	"2015.04.22"	"骨垢连接固定板"
"山东圣泉新材料股份有限公司"	"CN201410755779.8"	"2015.04.08"	"一种石墨烯酚醛树脂及其制备方法和应用"
"江苏安格尔医疗器械有限公司"	"CN201420731683.3"	"2015.04.22"	"一种颈椎前路钢板"
"江苏安格尔医疗器械有限公司"	"CN201420733617.X"	"2015.04.22"	"一种金属锁定型跟骨接骨板"
"宁波三同编织有限公司"	"CN201410852838.3"	"2015.04.01"	"一种功能性医用面料及其制备方法"
"天津康丽医疗器械有限公司"	"CN201420488228.5"	"2015.04.15"	"一种电动家居护理床"
"小米科技有限责任公司"	"CN201510038519.3"	"2015.05.20"	"窄边框及配置有窄边框的显示器"
"小米科技有限责任公司"	"CN201510037561.3"	"2015.05.20"	"窄边框及配置有窄边框的显示器"
"上海晟实医疗器械科技有限公司"	"CN201420803173.2"	"2015.05.13"	"一种骨骼连接固定用带多孔表面的锁定螺钉"
"江苏创英医疗器械有限公司"	"CN201310647192.0"	"2015.06.10"	"一种表面多孔生物活性种植体及其制备方法"
"江苏创英医疗器械有限公司"	"CN201310675461.4"	"2015.06.17"	"一种表面多孔生物活性种植体"
"上海晟实医疗器械科技有限公司"	"CN201420868421.1"	"2015.07.08"	"骨垢连接固定板及其膝盖人工假体"
"中国移动通信集团广东有限公司"	"CN201410021068.8"	"2015.07.22"	"物联网设备,系统与GPRS模块传输稳定性的提高方法"
"郑州信翰科技有限公司"	"CN201510207556.2"	"2015.07.22"	"一种带自动封闭报警测温的输液装置"
"郑州信翰科技有限公司"	"CN201510207558.1"	"2015.07.22"	"一种接尿排尿装置"
"江西洪达医疗器械集团有限公司"	"CN201420805263.5"	"2015.07.01"	"一种带有过滤装置的注射针"
"威海威高洁丽康生物材料有限公司"	"CN201520011768.9"	"2015.07.01"	"一种成套上颌窦内提升手术工具"
"威海威高洁丽康生物材料有限公司"	"CN201520011768.9"	"2015.07.01"	"一种成套上颌窦内提升手术工具"
"沈阳沈大内窥镜有限公司"	"CN201420654921.5"	"2015.07.22"	"一种脑表硬膜下置管引导装置"
"郑州信翰科技有限公司"	"CN201510207501.1"	"2015.08.12"	"一种带测温装置的便携式注射器"
"小米科技有限责任公司"	"CN201510279201.4"	"2015.09.30"	"移动终端及其充电方法"
"青岛瑞利特新材料科技有限公司"	"CN201510186485.2"	"2015.09.02"	"一种石墨烯添加剂及其在鞋油中的应用"
"郑州信翰科技有限公司"	"CN201520264168.3"	"2015.09.23"	"一种接尿排尿装置"
"苏州茵络医疗器械有限公司"	"CN201520278783.X"	"2015.09.30"	"一种锥形支架"
"小米科技有限责任公司"	"CN201510181723.0"	"2015.09.16"	"联网通道状态的检测方法及装置、电子设备"
"郑州信翰科技有限公司"	"CN201520264202.7"	"2015.09.23"	"一种带测温装置的便携式注射器"
"沈阳沈大内窥镜有限公司"	"CN201420608058.X"	"2015.09.23"	"一种可视脑吸引管"
"郑州信翰科技有限公司"	"CN201520264142.9"	"2015.09.23"	"一种带自动封闭报警测温的输液装置"
"广西巨星医疗器械有限公司"	"CN201420651787.3"	"2015.09.30"	"医用X光胶片暗盒"
"江西洪达医疗器械集团有限公司"	"CN201510479370.2"	"2015.11.11"	"锁定胶塞式自毁注射器"
"苏州茵络医疗器械有限公司"	"CN201520278034.7"	"2015.11.18"	"一种显影支架"
"苏州茵络医疗器械有限公司"	"CN201520278784.4"	"2015.11.18"	"一种无缝支架"
"天津亿朋医疗器械有限公司"	"CN201520510067.X"	"2015.11.11"	"一种一次性定量管"
"天津亿朋医疗器械有限公司"	"CN201520510068.4"	"2015.11.18"	"一种血球和血浆分离装置和一种管体"
"江西洪达医疗器械集团有限公司"	"CN201510666442.4"	"2015.12.09"	"精密过滤注射针"
"江苏创英医疗器械有限公司"	"CN201520386219.X"	"2015.12.23"	"可调角度螺丝刀"
"江西洪达医疗器械集团有限公司"	"CN201510665684.1"	"2015.12.09"	"可视回血防逆流双向采血针"
"广西巨星医疗器械有限公司"	"CN201420651772.7"	"2015.12.09"	"医用胶片"
"江西洪达医疗器械集团有限公司"	"CN201520581530.X"	"2015.12.23"	"一种带过滤网的自动排气止液精密过滤输液器"
"江苏创英医疗器械有限公司"	"CN201520386887.2"	"2015.12.16"	"可放置双刀片的手术刀柄"
"江苏创英医疗器械有限公司"	"CN201520443327.6"	"2015.12.16"	"骨牵引器"
"天津亿朋医疗器械有限公司"	"CN201520508735.5"	"2015.12.16"	"一种血液检测装置"
"江苏创英医疗器械有限公司"	"CN201520445493.X"	"2015.12.23"	"牙种植体包装瓶"
"江苏创英医疗器械有限公司"	"CN201520445479.X"	"2015.12.23"	"口腔探深器"
"江西洪达医疗器械集团有限公司"	"CN201520589453.2"	"2015.12.02"	"锁定胶塞式自毁注射器"
"江苏创英医疗器械有限公司"	"CN201520459556.7"	"2015.12.30"	"上颌提升装置"
"天津亿朋医疗器械有限公司"	"CN201520508734.0"	"2015.12.09"	"一种POCT检测仪"
"青岛瑞利特新材料科技有限公司"	"CN201510679064.3"	"2016.02.10"	"石墨烯抗甲醛涂料及其制备方法"
"青岛瑞利特新材料科技有限公司"	"CN201510685020.1"	"2016.02.24"	"一种基于石墨烯导电油墨的丝网印刷电极及其加工方法"
"北京天地和协科技有限公司"	"CN201520664894.4"	"2016.02.24"	"一种无针正压输液接头"
"河北万瑞医疗器械有限公司"	"CN201520753868.9"	"2016.02.10"	"一种多功能电动超低护理床"
"北京天地和协科技有限公司"	"CN201520664341.9"	"2016.02.24"	"一种静脉导管包装袋"
"辽宁兰晶科技有限公司"	"CN201510822848.7"	"2016.02.03"	"改性石墨烯/胶乳复合材料制备高强度、高隔绝性医用手套的方法"
"青岛瑞利特新材料科技有限公司"	"CN201610021032.9"	"2016.03.23"	"石墨烯纳米银抗菌涂料及其制备方法"
"天津康丽医疗器械有限公司"	"CN201410429291.6"	"2016.03.02"	"一种ABS床头柜"
"天津康丽医疗器械有限公司"	"CN201410427007.1"	"2016.03.02"	"一种输液架"
"江西洪达医疗器械集团有限公司"	"CN201520846544.X"	"2016.03.30"	"一种易回血的变径输液器"
"江西洪达医疗器械集团有限公司"	"CN201520797694.6"	"2016.03.30"	"精密过滤注射针"
"江西洪达医疗器械集团有限公司"	"CN201520798097.5"	"2016.03.30"	"可视回血防逆流双向采血针"
"天津康丽医疗器械有限公司"	"CN201410429313.9"	"2016.03.02"	"一种电动诊床"
"北京思瑞德医疗器械有限公司"	"CN201530312557.4"	"2016.03.23"	"显示屏"
"天津康丽医疗器械有限公司"	"CN201410429095.9"	"2016.03.02"	"一种双摇床垫"
"天津亿朋医疗器械有限公司"	"CN201520778385.4"	"2016.03.09"	"糖化血红蛋白的检测装置"
"天津康丽医疗器械有限公司"	"CN201410429312.4"	"2016.03.02"	"一种电动推床"
"天津康丽医疗器械有限公司"	"CN201410429508.3"	"2016.03.02"	"一种豪华电动床"
"天津康丽医疗器械有限公司"	"CN201410428667.1"	"2016.03.02"	"一种轻便产床"
"天津康丽医疗器械有限公司"	"CN201410429314.3"	"2016.03.02"	"一种妇科检查床"
"北京康祝医疗器械有限公司"	"CN201521128613.X"	"2016.05.18"	"一种非接触式红外体温计"
"天津康丽医疗器械有限公司"	"CN201410427008.6"	"2016.04.06"	"一种床头"
"常州市康迪医用吻合器有限公司"	"CN201610034335.4"	"2016.04.20"	"加强型腹腔镜用穿刺器密封组件"
"广州市普强医疗器械有限公司"	"CN201530511289.9"	"2016.05.11"	"胃肠营养管(1)"
"天津康丽医疗器械有限公司"	"CN201410427006.7"	"2016.04.06"	"一种污衣袋车"
"福建上润精密仪器有限公司"	"CN201520890653.1"	"2016.04.27"	"一种可以顺逆时针行针的石英手表机芯"
"沈阳沈大内窥镜有限公司"	"CN201410560116.0"	"2016.05.18"	"一种可视脑吸引管"
"江西洪达医疗器械集团有限公司"	"CN201520912894.1"	"2016.04.13"	"带十字阀的防逆流引流袋"
"西藏德康医疗器械有限公司"	"CN201410455278.8"	"2016.04.06"	"定制化骨板的制造方法"
"北京康祝医疗器械有限公司"	"CN201521129688.X"	"2016.05.18"	"一种上肢康复机器人机械运动装置"
"青岛瑞利特新材料科技有限公司"	"CN201610006246.9"	"2016.05.04"	"一种石墨烯硅藻土抗甲醛涂料及其制备方法"
"江西洪达医疗器械集团有限公司"	"CN201520913362.X"	"2016.04.13"	"引流袋出液十字阀"
"西安爱德万思医疗科技有限公司"	"CN201610077142.7"	"2016.05.25"	"一种由人体可吸收锌及其锌合金材料构成的管网式血管支架"
"广州市普强医疗器械有限公司"	"CN201530511678.1"	"2016.05.11"	"胃肠营养管(2)"
"江西洪达医疗器械集团有限公司"	"CN201520972771.7"	"2016.05.25"	"一种安全输液针"
"北京百度网讯科技有限公司"	"CN201610115420.3"	"2016.06.01"	"基于人工智能的检索方法和装置"
"北京天地和协科技有限公司"	"CN201620041252.3"	"2016.06.01"	"一种人体动脉血样采集器"
"北京百度网讯科技有限公司"	"CN201610116708.2"	"2016.06.08"	"基于人工智能的搜索结果播报方法和装置"
"信和新材料股份有限公司"	"CN201610155518.1"	"2016.06.01"	"一种基于石墨烯的水性导电型电磁屏蔽建筑涂料及其生产方法"
"北京百度网讯科技有限公司"	"CN201610166242.7"	"2016.06.15"	"基于人工智能的机器人调试系统"
"信和新材料股份有限公司"	"CN201610175323.3"	"2016.06.01"	"一种基于石墨烯分散体的含锌石墨烯防腐底漆及其制备方法"
"北京康祝医疗器械有限公司"	"CN201521127982.7"	"2016.06.08"	"一种分子筛吸附塔"
"北京康祝医疗器械有限公司"	"CN201511021448.2"	"2016.06.08"	"一种防触电安全插座组件"
"北京康祝医疗器械有限公司"	"CN201521127958.3"	"2016.06.08"	"一种真空拔罐器组件"
"常州市康迪医用吻合器有限公司"	"CN201620050346.7"	"2016.06.29"	"加强型腹腔镜用穿刺器密封组件"
"北京康祝医疗器械有限公司"	"CN201620010428.9"	"2016.06.08"	"一种可旋转的电子血压计"
"青岛瑞利特新材料科技有限公司"	"CN201610134312.0"	"2016.06.15"	"一种石墨烯水性工业涂料及其制备方法"
"山东重山光电材料股份有限公司"	"CN201510985274.5"	"2016.06.01"	"一种采用三氟化氮为氟源制备高纯氟化石墨烯的方法"
"辽宁兰晶科技有限公司"	"CN201510741811.1"	"2016.01.13"	"改性石墨烯/胶乳复合材料制备高强度、高隔绝性避孕套的方法"
"辽宁兰晶科技有限公司"	"CN201510818202.1"	"2016.01.13"	"含改性石墨烯/胶乳夹层的高强度、高隔绝性避孕套的制备方法"
"江西洪达医疗器械集团有限公司"	"CN201510714907.9"	"2016.01.13"	"一种易回血的变径输液器"
"小米科技有限责任公司"	"CN201510628014.2"	"2016.01.13"	"信息展示方法及装置"
"青岛瑞利特新材料科技有限公司"	"CN201510115305.1"	"2016.01.27"	"石墨烯防PM2.5口罩滤片功能层及其在滤片中的应用"
"苏州苏南捷迈得医疗器械有限公司"	"CN201520605464.5"	"2016.01.20"	"一种多角度骨水泥侧孔脊柱空心钉"
"苏州苏南捷迈得医疗器械有限公司"	"CN201520605364.2"	"2016.01.20"	"一种弹片万向锁定接骨板"
"苏州苏南捷迈得医疗器械有限公司"	"CN201520605361.9"	"2016.01.20"	"一种折断式骨科钢针"
"苏州苏南捷迈得医疗器械有限公司"	"CN201520605940.3"	"2016.01.20"	"一种双螺旋泄孔空心加压螺钉"
"小米科技有限责任公司"	"CN201510578823.7"	"2016.01.13"	"物联网设备的控制方法及装置"
"宁波汉科医疗器械有限公司"	"CN201620306927.2"	"2016.08.24"	"结构改进的食品杯"
"天津康丽医疗器械有限公司"	"CN201521131595.0"	"2016.08.10"	"医院用治疗车"
"深圳市寒暑科技新能源有限公司"	"CN201510002113.X"	"2016.08.03"	"一种以氧化石墨烯为正极的可充电锌离子电池"
"河南驼人贝斯特医疗器械有限公司"	"CN201610508427.1"	"2016.08.31"	"一种可吸收可降解的体内止血海绵的制备方法"
"天津康丽医疗器械有限公司"	"CN201521132140.0"	"2016.08.10"	"利于分散儿童疼痛注意力的医疗护理床"
"北京百度网讯科技有限公司"	"CN201610371702.X"	"2016.08.10"	"基于人工智能的物联网实现系统和方法"
"天津康丽医疗器械有限公司"	"CN201521135177.9"	"2016.08.10"	"一种产妇专用液压驱动床"
"天津康丽医疗器械有限公司"	"CN201521132687.0"	"2016.08.10"	"一种便于按摩的电动护理床"
"天津康丽医疗器械有限公司"	"CN201521135176.4"	"2016.08.10"	"一种快速调节式手动摇臂床"
"天津康丽医疗器械有限公司"	"CN201521137293.4"	"2016.08.10"	"一种能调节弧度的手动摇臂床"
"天津亿朋医疗器械有限公司"	"CN201630097632.4"	"2016.08.03"	"血糖仪(7)"
"天津康丽医疗器械有限公司"	"CN201521124048.X"	"2016.08.10"	"一种医院用洗衣车"
"天津康丽医疗器械有限公司"	"CN201521126682.7"	"2016.08.10"	"一种纵格病历车"
"深圳市科恩石墨烯纳米科技有限公司"	"CN201520819579.4"	"2016.08.03"	"一种多层石墨烯污点真空检测装置"
"深圳市科恩石墨烯纳米科技有限公司"	"CN201520819578.X"	"2016.08.03"	"一种多层石墨烯污点定位检测装置"
"天津康丽医疗器械有限公司"	"CN201521135032.9"	"2016.08.10"	"一种便于操作的液压控制手术床"
"天津康丽医疗器械有限公司"	"CN201521135131.7"	"2016.08.03"	"医院用晨护车"
"北京百度网讯科技有限公司"	"CN201610371771.0"	"2016.08.17"	"基于人工智能的智能家居控制方法、装置及系统"
"江苏创英医疗器械有限公司"	"CN201620018879.7"	"2016.08.17"	"一种牙科种植体"
"常州市康迪医用吻合器有限公司"	"CN201620051441.9"	"2016.08.31"	"改进型腹腔镜用穿刺器密封组件"
"苏州苏南捷迈得医疗器械有限公司"	"CN201620155272.3"	"2016.08.31"	"一种骨科钻孔定向器"
"鸿纳(东莞)新材料科技有限公司"	"CN201610213618.5"	"2016.08.24"	"一种高浓度、高纯度的石墨烯浆料及其制备方法和应用"
"信和新材料股份有限公司"	"CN201610231307.1"	"2016.08.24"	"一种基于石墨烯的水性电热涂料及其制备方法"
"深圳市科恩石墨烯纳米科技有限公司"	"CN201620162110.2"	"2016.08.31"	"一种石墨烯聚合物锂离子电池充电器"
"河北万瑞医疗器械有限公司"	"CN201630132789.6"	"2016.08.10"	"床头床尾板"
"苏州苏南捷迈得医疗器械有限公司"	"CN201620147788.3"	"2016.08.31"	"一种骨科空心断钉卸钉器"
"河北万瑞医疗器械有限公司"	"CN201630132790.9"	"2016.08.24"	"床护栏"
