"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028351.9"	"2008.07.16"
"比亚迪股份有限公司"	"T000001787"	"CN200710123761.6"	"2009.04.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028882.8"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028883.2"	"2008.08.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028887.0"	"2008.08.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113886.0"	"2008.03.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028878.1"	"2008.08.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028879.6"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028880.9"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028881.3"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720028885.1"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029019.4"	"2008.10.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113894.5"	"2008.05.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113895.X"	"2008.03.26"
"中兴通讯股份有限公司"	"01000063"	"CN200710163183.9"	"2008.03.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029090.2"	"2008.10.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029089.X"	"2008.08.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029092.1"	"2008.09.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113950.5"	"2008.03.19"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113951.X"	"2008.05.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029088.5"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029091.7"	"2008.07.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200710113973.6"	"2008.03.26"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720029475.9"	"2008.08.27"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200720190054.4"	"2008.10.22"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"CN200720170676.0"	"2008.09.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157813.7"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157814.1"	"2008.11.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157815.6"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157816.0"	"2008.10.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157817.5"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157818.X"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720157819.4"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720158219.X"	"2008.09.03"
"中兴通讯股份有限公司"	"01000063"	"CN200710187571.0"	"2009.06.10"
"四川长虹电器股份有限公司"	"02600839"	"CN200720201589.7"	"2008.09.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720159358.4"	"2008.10.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720159360.1"	"2008.10.08"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200720190767.0"	"2008.10.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200720159141.3"	"2008.12.10"
"康佳集团股份有限公司"	"01000016"	"CN200720196213.1"	"2009.01.07"
"上海贝岭股份有限公司"	"02600171"	"CN200710173866.2"	"2009.07.01"
"上海贝岭股份有限公司"	"02600171"	"CN200710173867.7"	"2009.07.01"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810055954.7"	"2008.07.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810013659.5"	"2008.07.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830012906.0"	"2009.06.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830012908.X"	"2009.03.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830012907.5"	"2009.03.11"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810057118.2"	"2008.08.13"
"天水华天科技股份有限公司"	"03134173"	"CN200820028583.9"	"2008.12.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830013518.4"	"2009.04.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830013519.9"	"2009.04.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830013520.1"	"2009.04.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820019502.9"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820019501.4"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820018898.5"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820018899.X"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820018900.9"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810015177.3"	"2008.08.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810015179.2"	"2008.08.20"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810103133.6"	"2008.08.27"
"比亚迪股份有限公司"	"T000001787"	"CN200820093219.0"	"2009.02.11"
"四川长虹电器股份有限公司"	"02600839"	"CN200820300517.2"	"2008.12.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810015216.X"	"2008.09.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820020318.6"	"2009.02.18"
"四川长虹电器股份有限公司"	"02600839"	"CN200820300551.X"	"2009.01.21"
"南宁八菱科技股份有限公司"	"T000044563"	"CN200820104185.0"	"2009.01.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820020947.9"	"2009.02.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830015175.5"	"2009.06.24"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200820080082.5"	"2009.01.21"
"四川长虹电器股份有限公司"	"02600839"	"CN200820300614.1"	"2009.01.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021429.9"	"2009.02.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021427.X"	"2009.02.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021428.4"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021170.8"	"2009.02.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021173.1"	"2009.02.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021820.9"	"2009.06.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820021819.6"	"2009.02.18"
"中兴通讯股份有限公司"	"01000063"	"CN200810094105.2"	"2009.11.04"
"江苏新日电动车股份有限公司"	"T000073616"	"CN200820036277.X"	"2009.02.25"
"北京航天长峰股份有限公司"	"02600855"	"CN200810112076.8"	"2009.11.25"
"北京航天长峰股份有限公司"	"02600855"	"CN200810112433.0"	"2009.11.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820023172.0"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830016173.8"	"2009.08.19"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810016644.4"	"2008.10.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820023168.4"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820023170.1"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820023171.6"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820023659.9"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810016672.6"	"2008.11.19"
"深圳市同洲电子股份有限公司"	"03131819"	"CN200820115346.6"	"2009.03.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025341.4"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025340.X"	"2009.04.22"
"上海贝岭股份有限公司"	"02600171"	"CN200810039451.0"	"2009.05.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810017082.5"	"2008.11.05"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025008.3"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025009.8"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025011.5"	"2009.06.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025007.9"	"2009.06.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820025010.0"	"2009.06.24"
"中兴通讯股份有限公司"	"01000063"	"CN200810129126.3"	"2010.01.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820024863.2"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820024864.7"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820024865.1"	"2009.04.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820024866.6"	"2009.06.24"
"中兴通讯股份有限公司"	"01000063"	"CN200810068469.3"	"2008.12.17"
"中兴通讯股份有限公司"	"01000063"	"CN200810133090.6"	"2008.11.19"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810116681.2"	"2009.12.16"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810116942.0"	"2008.12.10"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810117453.7"	"2009.12.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026660.7"	"2009.06.24"
"中国铝业股份有限公司"	"03133631"	"CN200820104431.2"	"2009.06.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830017893.6"	"2009.08.19"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830017894.0"	"2009.08.19"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810118078.8"	"2009.01.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820187484.5"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026802.X"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026803.4"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026804.9"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026805.3"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026806.8"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820026801.5"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820187699.7"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820187700.6"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820187698.2"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200810140133.3"	"2009.01.14"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820027088.6"	"2009.06.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820027089.0"	"2009.06.24"
"中兴通讯股份有限公司"	"01000063"	"CN200810214833.2"	"2009.03.25"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810119237.6"	"2009.01.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830201152.3"	"2009.12.02"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820188209.5"	"2009.07.15"
"山东朗进科技股份有限公司"	"T003194346"	"CN200820133571.2"	"2009.09.02"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820171741.6"	"2009.07.15"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810222538.1"	"2009.02.18"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200820122624.0"	"2009.06.17"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200820122640.X"	"2009.07.01"
"国民技术股份有限公司"	"T000027294"	"CN200810216334.7"	"2010.03.31"
"比亚迪股份有限公司"	"T000001787"	"CN200820212312.9"	"2009.07.29"
"比亚迪股份有限公司"	"T000001787"	"CN200810216445.8"	"2010.03.31"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200820122759.7"	"2009.07.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820172538.0"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820172539.5"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820172540.8"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820172546.5"	"2009.07.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820172545.0"	"2009.07.15"
"杭州士兰微电子股份有限公司"	"03130242"	"CN200820166832.0"	"2009.09.30"
"杭州士兰微电子股份有限公司"	"03130242"	"CN200810121912.9"	"2010.06.09"
"康佳集团股份有限公司"	"01000016"	"CN200820212724.2"	"2009.08.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271078.2"	"2009.12.02"
"厦门乾照光电股份有限公司"	"T000027781"	"CN200820146082.0"	"2009.09.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820174615.6"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271077.8"	"2009.10.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271076.3"	"2009.11.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820174646.1"	"2009.07.29"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820174645.7"	"2009.09.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271994.6"	"2010.04.21"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271995.0"	"2009.11.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271997.X"	"2009.10.07"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200830271996.5"	"2009.11.11"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820175149.3"	"2009.08.26"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820175150.6"	"2009.08.26"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810226299.7"	"2009.03.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820226192.8"	"2009.09.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820226190.9"	"2009.09.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820226191.3"	"2009.09.30"
"康佳集团股份有限公司"	"01000016"	"CN200810217874.7"	"2009.06.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820224902.3"	"2009.10.28"
"天马微电子股份有限公司"	"01000050"	"CN200820213967.8"	"2009.09.23"
"中兴通讯股份有限公司"	"01000063"	"CN200810227936.2"	"2009.05.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820226504.5"	"2009.09.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820226505.X"	"2009.09.30"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200810240009.4"	"2009.06.03"
"上海复旦张江生物医药股份有限公司"	"00076507"	"CN200810044108.5"	"2009.05.06"
"彩虹显示器件股份有限公司"	"02600707"	"CN200820228356.0"	"2009.10.28"
"比亚迪股份有限公司"	"T000001787"	"CN200820189964.5"	"2009.12.16"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"CN200820235425.0"	"2009.12.30"
"康佳集团股份有限公司"	"01000016"	"CN200820235622.2"	"2009.12.30"
"康佳集团股份有限公司"	"01000016"	"CN200820235610.X"	"2009.12.02"
"康佳集团股份有限公司"	"01000016"	"CN200820235614.8"	"2009.11.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232962.X"	"2009.10.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232963.4"	"2009.12.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232964.9"	"2009.12.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232965.3"	"2009.10.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232966.8"	"2009.10.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200820232960.0"	"2009.10.28"
"上海贝岭股份有限公司"	"02600171"	"CN200820158224.5"	"2009.11.04"
"数源科技股份有限公司"	"01000909"	"CN200820208848.3"	"2009.10.21"
"郑州宇通客车股份有限公司"	"02600066"	"CN200820238980.9"	"2009.12.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200920017293.9"	"2009.10.28"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200910013629.9"	"2009.06.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN200920017292.4"	"2009.10.28"
"深圳市宇顺电子股份有限公司"	"T000025694"	"CN200920000775.3"	"2009.10.28"
"深圳市宇顺电子股份有限公司"	"T000025694"	"CN200910000767.3"	"2009.06.24"
"深圳市同洲电子股份有限公司"	"03131819"	"CN200920002729.7"	"2010.05.05"
"上海良信电器股份有限公司"	"T000034656"	"CN200920067511.X"	"2009.12.23"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200910077409.2"	"2009.07.08"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200910077454.8"	"2009.07.22"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200910078128.9"	"2009.08.12"
"山西太钢不锈钢股份有限公司"	"01000825"	"CN200920101655.2"	"2009.12.09"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200910078534.5"	"2009.07.29"
"乐普(北京)医疗器械股份有限公司"	"T000025726"	"CN200910078535.X"	"2009.07.22"
"中兴通讯股份有限公司"	"01000063"	"CN200910105829.7"	"2009.07.29"
"上海复旦张江生物医药股份有限公司"	"00076507"	"CN200920073658.X"	"2009.12.30"
"比亚迪股份有限公司"	"T000001787"	"CN200920135248.3"	"2010.02.10"
